日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,全国2連率,当地勝率,当地2連率,モーター番号,モーター2連率,ボート番号,ボート2連率,体重,年齢,進入
2025-04-05,三国,4,10:05,投票,2,豊田祥生,B1,静岡,3.08,11.82,1.4,0.0,19,31.58,70,42.11,51.0,23,
2025-04-05,三国,4,10:05,投票,3,淺香文武,B1,三重,5.17,33.67,5.37,36.84,39,40.91,34,30.0,55.3,50,
2025-04-05,三国,4,10:05,投票,4,四宮与寛,A2,徳島,6.4,49.59,6.5,50.0,24,38.1,62,19.05,52.0,34,
2025-04-05,三国,4,10:05,投票,5,加倉侑征,B1,福岡,5.74,39.82,3.6,10.0,58,36.84,55,30.0,52.3,27,
2025-04-05,三国,4,10:05,投票,6,畑田汰一,A1,埼玉,6.81,54.63,6.92,50.0,49,50.0,69,30.0,52.0,26,
2025-04-05,三国,5,10:33,投票,1,北野輝季,A1,愛知,5.88,42.7,6.13,45.83,65,25.0,67,50.0,52.0,36,
2025-04-05,三国,5,10:33,投票,2,塩田雄一,B1,香川,4.23,25.22,5.29,42.86,17,66.67,72,30.0,52.2,52,
2025-04-05,三国,5,10:33,投票,3,飯島誠,B1,埼玉,4.35,19.75,5.12,29.41,30,25.0,27,36.36,52.9,46,
2025-04-05,三国,5,10:33,投票,4,福田宗平,A2,大阪,6.1,39.32,6.02,36.59,40,42.86,47,28.57,52.7,35,
2025-04-05,三国,5,10:33,投票,5,岡村慶太,A1,福岡,6.58,50.34,7.23,53.85,68,21.05,35,18.18,52.0,37,
2025-04-05,三国,5,10:33,投票,6,是澤孝宏,A2,滋賀,6.56,48.82,0.0,0.0,63,40.0,28,39.13,52.0,39,
2025-04-05,三国,6,11:02,投票,1,関根彰人,A2,埼玉,5.29,28.57,4.69,25.0,42,36.36,53,31.82,52.1,41,
2025-04-05,三国,6,11:02,投票,2,下田哲也,B1,香川,4.45,25.23,5.6,30.0,44,45.0,57,34.62,55.4,50,
2025-04-05,三国,6,11:02,投票,3,澤崎雄哉,B1,東京,5.39,37.5,4.0,11.11,22,42.86,58,17.65,52.5,29,
2025-04-05,三国,6,11:02,投票,4,岩川仁士,B1,大阪,5.04,29.29,4.77,38.46,67,66.67,38,68.18,54.4,38,
2025-04-05,三国,6,11:02,投票,5,秋山広一,A2,香川,5.97,43.28,6.52,57.14,45,36.36,71,22.73,52.8,49,
2025-04-05,三国,6,11:02,投票,6,金子賢志,A1,群馬,6.36,48.85,7.05,60.0,70,47.62,41,47.62,52.4,34,
2025-04-05,三国,7,11:31,投票,1,岸蔭亮,B1,兵庫,4.75,27.27,4.48,27.59,56,61.9,56,33.33,52.9,39,
2025-04-05,三国,7,11:31,投票,2,佐藤旭,B1,静岡,5.27,29.46,5.12,35.29,25,61.54,49,31.82,52.8,42,
2025-04-05,三国,7,11:31,投票,3,川上清人,B1,香川,4.38,23.76,3.5,14.29,34,26.32,39,40.91,62.5,45,
2025-04-05,三国,7,11:31,投票,4,宮嵜隆太郎,B1,福岡,4.47,28.26,0.0,0.0,15,36.84,15,15.0,60.8,51,
2025-04-05,三国,7,11:31,投票,5,片岡秀樹,B1,徳島,5.57,33.33,3.78,11.11,31,25.0,18,21.43,55.9,42,
2025-04-05,三国,7,11:31,投票,6,小川広大,B1,福岡,3.38,11.11,3.94,18.75,43,38.1,33,28.57,58.8,41,
2025-04-05,三国,8,12:06,投票,1,古場輝義,A2,大阪,5.4,32.84,2.86,14.29,60,30.0,60,15.79,53.2,65,
2025-04-05,三国,8,12:06,投票,2,濱崎誠,B2,大阪,5.18,31.15,4.5,21.43,66,38.1,26,30.77,52.0,45,
2025-04-05,三国,8,12:06,投票,3,渡邊裕貴,B1,静岡,4.51,26.53,2.75,0.0,61,30.0,64,25.0,52.5,39,
2025-04-05,三国,8,12:06,投票,4,柴田友和,B1,福岡,4.78,20.41,0.0,0.0,53,42.11,61,36.84,52.1,47,
2025-04-05,三国,8,12:06,投票,5,三好勇人,A2,香川,5.72,37.7,0.0,0.0,33,43.48,22,36.84,54.2,41,
2025-04-05,三国,8,12:06,投票,6,田路朋史,A2,兵庫,6.44,48.48,3.73,13.33,69,43.75,54,65.0,52.0,40,
2025-04-05,三国,9,12:39,投票,1,是澤孝宏,A2,滋賀,6.56,48.82,0.0,0.0,63,40.0,28,39.13,52.0,39,
2025-04-05,三国,9,12:39,投票,2,菊池峰晴,B1,群馬,5.26,31.01,5.59,38.46,18,45.0,50,54.55,53.4,57,
2025-04-05,三国,9,12:39,投票,3,加倉侑征,B1,福岡,5.74,39.82,3.6,10.0,58,36.84,55,30.0,52.3,27,
2025-04-05,三国,9,12:39,投票,4,金田智博,A2,福井,5.6,35.45,5.98,45.31,14,15.79,12,40.0,52.0,26,
2025-04-05,三国,9,12:39,投票,5,籾山佳岳,B1,愛知,5.43,29.73,4.59,18.18,12,38.1,68,63.64,52.5,42,
2025-04-05,三国,9,12:39,投票,6,四宮与寛,A2,徳島,6.4,49.59,6.5,50.0,24,38.1,62,19.05,52.0,34,
2025-04-05,三国,10,13:13,投票,1,金子賢志,A1,群馬,6.36,48.85,7.05,60.0,70,47.62,41,47.62,52.4,34,
2025-04-05,三国,10,13:13,投票,2,岡村慶太,A1,福岡,6.58,50.34,7.23,53.85,68,21.05,35,18.18,52.0,37,
2025-04-05,三国,10,13:13,投票,3,木田峰由季,B1,福井,5.18,33.33,6.06,42.71,27,57.89,63,33.33,52.8,34,
2025-04-05,三国,10,13:13,投票,4,関根彰人,A2,埼玉,5.29,28.57,4.69,25.0,42,36.36,53,31.82,52.1,41,
2025-04-05,三国,10,13:13,投票,5,三角哲男,A1,東京,6.86,54.39,6.89,50.0,54,47.62,17,11.11,52.4,58,
2025-04-05,三国,10,13:13,投票,6,木下雄介,A2,滋賀,6.05,41.35,4.63,26.32,26,15.79,65,40.0,52.0,30,
2025-04-05,三国,11,13:51,投票,1,畑田汰一,A1,埼玉,6.81,54.63,6.92,50.0,49,50.0,69,30.0,52.0,26,
2025-04-05,三国,11,13:51,投票,2,秋山広一,A2,香川,5.97,43.28,6.52,57.14,45,36.36,71,22.73,52.8,49,
2025-04-05,三国,11,13:51,投票,3,福田宗平,A2,大阪,6.1,39.32,6.02,36.59,40,42.86,47,28.57,52.7,35,
2025-04-05,三国,11,13:51,投票,4,岸蔭亮,B1,兵庫,4.75,27.27,4.48,27.59,56,61.9,56,33.33,52.9,39,
2025-04-05,三国,11,13:51,投票,5,北野輝季,A1,愛知,5.88,42.7,6.13,45.83,65,25.0,67,50.0,52.0,36,
2025-04-05,三国,11,13:51,投票,6,大須賀友,A1,愛知,6.69,50.0,0.0,0.0,47,38.89,16,39.13,52.0,38,
2025-04-05,三国,12,14:27,投票,1,宮之原輝紀,A1,東京,6.79,50.52,9.0,81.82,29,47.62,11,41.18,52.0,27,
2025-04-05,三国,12,14:27,投票,2,石塚久也,A1,埼玉,6.82,53.97,6.88,52.94,50,36.84,52,36.84,52.0,43,
2025-04-05,三国,12,14:27,投票,3,戸塚邦好,A2,東京,5.46,35.48,6.65,60.0,23,12.0,44,36.36,51.5,36,
2025-04-05,三国,12,14:27,投票,4,重木輝彦,A1,兵庫,6.26,41.84,7.03,50.0,62,42.86,13,30.0,51.5,37,
2025-04-05,三国,12,14:27,投票,5,安達裕樹,A2,三重,6.54,46.55,5.11,33.33,46,28.57,20,25.0,52.4,42,
2025-04-05,三国,12,14:27,投票,6,竹腰正樹,B1,福井,4.93,30.56,5.01,31.76,48,36.36,36,31.82,52.1,53,
2025-04-05,住之江,1,15:24,投票,1,大森翼,B1,兵庫,3.76,13.86,3.08,10.0,64,0.0,25,50.0,52.1,23,
2025-04-05,住之江,1,15:24,投票,2,田中孝明,B1,福岡,4.03,17.05,4.0,22.22,89,0.0,61,0.0,57.5,38,
2025-04-05,住之江,1,15:24,投票,3,谷村啓司,B1,福岡,3.4,11.32,4.18,11.76,36,11.11,92,0.0,52.3,45,
2025-04-05,住之江,1,15:24,投票,4,冨田秀幸,B1,愛知,4.52,20.45,5.14,28.57,56,33.33,39,30.0,52.0,56,
2025-04-05,住之江,1,15:24,投票,5,重冨勇哉,B1,山口,5.31,36.11,4.89,44.44,68,11.11,72,0.0,55.7,28,
2025-04-05,住之江,1,15:24,投票,6,上岡巧汰,B2,広島,1.28,0.0,0.0,0.0,58,30.0,55,0.0,52.6,22,
2025-04-05,住之江,2,15:48,投票,1,永井亮次,B1,大阪,4.78,31.03,5.43,37.5,23,0.0,62,0.0,52.4,36,
2025-04-05,住之江,2,15:48,投票,2,金山立樹,B1,東京,5.5,35.29,0.0,0.0,81,0.0,83,0.0,52.7,31,
2025-04-05,住之江,2,15:48,投票,3,浦野海,B1,福岡,5.56,31.58,6.13,50.0,25,11.11,86,0.0,52.1,22,
2025-04-05,住之江,2,15:48,投票,4,渡邉英児,A2,静岡,5.18,35.78,5.47,37.29,82,0.0,51,50.0,52.7,55,
2025-04-05,住之江,2,15:48,投票,5,山口広樹,B1,福岡,5.02,31.03,4.43,28.57,75,0.0,93,0.0,52.8,29,
2025-04-05,住之江,2,15:48,投票,6,小林礼央,B2,広島,2.1,5.81,0.0,0.0,85,0.0,16,40.0,52.0,22,
2025-04-05,住之江,3,16:15,投票,1,藤田靖弘,B1,静岡,5.72,38.21,6.06,33.33,80,0.0,78,0.0,52.4,40,
2025-04-05,住之江,3,16:15,投票,2,桑原将光,A2,東京,5.4,31.4,0.0,0.0,35,0.0,64,11.11,52.0,40,
2025-04-05,住之江,3,16:15,投票,3,小澤学,B1,東京,3.89,12.24,2.71,0.0,74,0.0,85,0.0,53.2,43,
2025-04-05,住之江,3,16:15,投票,4,広次修,B1,山口,5.24,32.2,3.44,11.11,33,12.5,23,0.0,52.0,42,
2025-04-05,住之江,3,16:15,投票,5,伊藤尚汰,B1,福岡,4.06,18.39,4.2,30.0,77,0.0,87,0.0,50.0,30,
2025-04-05,住之江,3,16:15,投票,6,中島秀治,A1,滋賀,6.75,49.41,5.55,36.36,16,0.0,17,11.11,52.1,29,
2025-04-05,住之江,4,16:43,投票,1,川原涼,B1,愛知,5.42,35.35,3.13,8.33,32,0.0,70,71.43,52.9,25,
2025-04-05,住之江,4,16:43,投票,2,池上隆行,B1,広島,3.82,12.33,2.95,9.52,76,0.0,75,0.0,52.0,55,
2025-04-05,住之江,4,16:43,投票,3,吉川昭男,A1,滋賀,6.08,47.93,6.38,43.75,19,40.0,91,0.0,52.6,52,
2025-04-05,住之江,4,16:43,投票,4,岡部大輝,A2,東京,5.07,32.1,6.79,52.63,51,0.0,52,33.33,52.2,29,
2025-04-05,住之江,4,16:43,投票,5,井芹大志,B1,福岡,4.12,21.82,0.0,0.0,20,20.0,71,0.0,54.1,49,
2025-04-05,住之江,4,16:43,投票,6,市橋卓士,A1,徳島,6.42,48.18,6.08,42.31,88,0.0,14,11.11,54.1,45,
2025-04-05,住之江,5,17:11,投票,1,塚越海斗,A2,群馬,5.31,36.0,2.29,0.0,87,0.0,28,30.0,53.2,26,
2025-04-05,住之江,5,17:11,投票,2,谷村啓司,B1,福岡,3.4,11.32,4.18,11.76,36,11.11,92,0.0,52.3,45,
2025-04-05,住之江,5,17:11,投票,3,冨田秀幸,B1,愛知,4.52,20.45,5.14,28.57,56,33.33,39,30.0,52.0,56,
2025-04-05,住之江,5,17:11,投票,4,間野兼礼,B1,愛知,5.04,23.6,2.6,0.0,69,0.0,82,0.0,52.2,36,
2025-04-05,住之江,5,17:11,投票,5,庄島潤成,B2,山口,1.18,0.0,0.0,0.0,73,0.0,37,11.11,54.4,21,
2025-04-05,住之江,5,17:11,投票,6,加藤翔馬,A2,兵庫,6.7,53.61,5.55,36.36,67,11.11,84,0.0,54.5,27,
2025-04-05,住之江,6,17:37,投票,1,渡邉英児,A2,静岡,5.18,35.78,5.47,37.29,82,0.0,51,50.0,52.7,55,
2025-04-05,住之江,6,17:37,投票,2,重冨勇哉,B1,山口,5.31,36.11,4.89,44.44,68,11.11,72,0.0,55.7,28,
2025-04-05,住之江,6,17:37,投票,3,本多宏和,A1,愛知,5.73,40.26,6.89,51.06,34,10.0,54,12.5,51.5,38,
2025-04-05,住之江,6,17:37,投票,4,亀山雅幸,A2,群馬,5.83,46.53,6.1,50.0,15,0.0,22,11.11,52.0,41,
2025-04-05,住之江,6,17:37,投票,5,金山立樹,B1,東京,5.5,35.29,0.0,0.0,81,0.0,83,0.0,52.7,31,
2025-04-05,住之江,6,17:37,投票,6,三宅潤,A2,大阪,5.94,38.3,4.84,28.13,61,0.0,18,30.0,53.3,40,
2025-04-05,住之江,7,18:04,投票,1,古田祐貴,B1,香川,5.59,34.19,5.4,40.0,22,25.0,13,11.11,52.0,35,
2025-04-05,住之江,7,18:04,投票,2,伊藤尚汰,B1,福岡,4.06,18.39,4.2,30.0,77,0.0,87,0.0,50.0,30,
2025-04-05,住之江,7,18:04,投票,3,松下直也,A2,兵庫,5.56,36.52,5.5,33.33,83,0.0,74,0.0,51.5,45,
2025-04-05,住之江,7,18:04,投票,4,山口広樹,B1,福岡,5.02,31.03,4.43,28.57,75,0.0,93,0.0,52.8,29,
2025-04-05,住之江,7,18:04,投票,5,永井亮次,B1,大阪,4.78,31.03,5.43,37.5,23,0.0,62,0.0,52.4,36,
2025-04-05,住之江,7,18:04,投票,6,田村隆信,A2,徳島,6.57,45.1,5.13,25.81,86,0.0,80,0.0,57.0,47,
2025-04-05,住之江,8,18:34,投票,1,市橋卓士,A1,徳島,6.42,48.18,6.08,42.31,88,0.0,14,11.11,54.1,45,
2025-04-05,住之江,8,18:34,投票,2,小澤学,B1,東京,3.89,12.24,2.71,0.0,74,0.0,85,0.0,53.2,43,
2025-04-05,住之江,8,18:34,投票,3,田中孝明,B1,福岡,4.03,17.05,4.0,22.22,89,0.0,61,0.0,57.5,38,
2025-04-05,住之江,8,18:34,投票,4,浦野海,B1,福岡,5.56,31.58,6.13,50.0,25,11.11,86,0.0,52.1,22,
2025-04-05,住之江,8,18:34,投票,5,池上隆行,B1,広島,3.82,12.33,2.95,9.52,76,0.0,75,0.0,52.0,55,
2025-04-05,住之江,8,18:34,投票,6,山本凱立,B2,広島,1.07,0.0,0.0,0.0,72,0.0,76,0.0,53.5,25,
2025-04-05,住之江,9,19:04,投票,1,岡村将也,A2,福岡,5.83,36.13,0.0,0.0,30,11.11,81,0.0,53.4,35,
2025-04-05,住之江,9,19:04,投票,2,間野兼礼,B1,愛知,5.04,23.6,2.6,0.0,69,0.0,82,0.0,52.2,36,
2025-04-05,住之江,9,19:04,投票,3,広次修,B1,山口,5.24,32.2,3.44,11.11,33,12.5,23,0.0,52.0,42,
2025-04-05,住之江,9,19:04,投票,4,山崎昂介,A2,長崎,5.18,33.85,4.44,12.5,79,0.0,31,30.0,52.0,40,
2025-04-05,住之江,9,19:04,投票,5,永田義紘,B1,広島,4.39,16.67,3.67,8.33,28,0.0,88,0.0,51.5,40,
2025-04-05,住之江,9,19:04,投票,6,大森翼,B1,兵庫,3.76,13.86,3.08,10.0,64,0.0,25,50.0,52.1,23,
2025-04-05,住之江,10,19:35,投票,1,加藤翔馬,A2,兵庫,6.7,53.61,5.55,36.36,67,11.11,84,0.0,54.5,27,
2025-04-05,住之江,10,19:35,投票,2,藤田靖弘,B1,静岡,5.72,38.21,6.06,33.33,80,0.0,78,0.0,52.4,40,
2025-04-05,住之江,10,19:35,投票,3,亀山雅幸,A2,群馬,5.83,46.53,6.1,50.0,15,0.0,22,11.11,52.0,41,
2025-04-05,住之江,10,19:35,投票,4,三宅潤,A2,大阪,5.94,38.3,4.84,28.13,61,0.0,18,30.0,53.3,40,
2025-04-05,住之江,10,19:35,投票,5,桑原将光,A2,東京,5.4,31.4,0.0,0.0,35,0.0,64,11.11,52.0,40,
2025-04-05,住之江,10,19:35,投票,6,吉川昭男,A1,滋賀,6.08,47.93,6.38,43.75,19,40.0,91,0.0,52.6,52,
2025-04-05,住之江,11,20:07,投票,1,田村隆信,A2,徳島,6.57,45.1,5.13,25.81,86,0.0,80,0.0,57.0,47,
2025-04-05,住之江,11,20:07,投票,2,中島秀治,A1,滋賀,6.75,49.41,5.55,36.36,16,0.0,17,11.11,52.1,29,
2025-04-05,住之江,11,20:07,投票,3,古田祐貴,B1,香川,5.59,34.19,5.4,40.0,22,25.0,13,11.11,52.0,35,
2025-04-05,住之江,11,20:07,投票,4,川原涼,B1,愛知,5.42,35.35,3.13,8.33,32,0.0,70,71.43,52.9,25,
2025-04-05,住之江,11,20:07,投票,5,本多宏和,A1,愛知,5.73,40.26,6.89,51.06,34,10.0,54,12.5,51.5,38,
2025-04-05,住之江,11,20:07,投票,6,塚越海斗,A2,群馬,5.31,36.0,2.29,0.0,87,0.0,28,30.0,53.2,26,
2025-04-05,住之江,12,20:38,投票,1,岡村仁,A1,大阪,6.48,46.09,7.2,55.0,53,11.11,27,0.0,53.6,41,
2025-04-05,住之江,12,20:38,投票,2,前原大道,A2,岡山,6.74,50.0,6.67,44.44,31,22.22,89,0.0,52.0,28,
2025-04-05,住之江,12,20:38,投票,3,篠崎仁志,A1,福岡,6.51,38.41,6.33,28.57,66,30.0,58,22.22,54.4,37,
2025-04-05,住之江,12,20:38,投票,4,柳沢一,A1,愛知,6.12,39.23,5.88,35.29,84,0.0,26,0.0,52.0,43,
2025-04-05,住之江,12,20:38,投票,5,赤坂俊輔,A1,長崎,6.7,45.24,7.11,61.11,52,22.22,29,0.0,51.5,42,
2025-04-05,住之江,12,20:38,投票,6,山本修一,A1,岡山,6.4,47.17,6.89,53.57,71,0.0,77,0.0,53.1,44,
2025-04-05,尼崎,1,10:46,投票,1,塩崎優司,B1,愛知,4.97,28.57,5.71,34.15,24,0.0,51,0.0,52.3,52,
2025-04-05,尼崎,1,10:46,投票,2,富田恕生,B1,福岡,5.35,37.08,0.0,0.0,28,0.0,30,0.0,52.0,26,
2025-04-05,尼崎,1,10:46,投票,3,中野仁照,A1,愛知,6.13,38.37,4.73,27.27,35,0.0,49,0.0,52.5,23,
2025-04-05,尼崎,1,10:46,投票,4,久永祥平,B1,東京,5.25,33.8,6.55,45.45,17,0.0,21,0.0,52.1,30,
2025-04-05,尼崎,1,10:46,投票,5,齊藤優,B1,徳島,5.73,36.47,4.74,26.47,20,0.0,28,0.0,52.6,42,
2025-04-05,尼崎,1,10:46,投票,6,網代良芽,B2,兵庫,2.97,6.78,2.49,2.86,16,0.0,61,0.0,52.0,21,
2025-04-05,尼崎,2,11:14,投票,1,栗原直也,B1,埼玉,4.6,23.38,5.96,35.71,25,0.0,65,0.0,52.2,32,
2025-04-05,尼崎,2,11:14,投票,2,松山将吾,A2,滋賀,6.42,45.71,4.44,11.11,40,0.0,44,0.0,52.0,30,
2025-04-05,尼崎,2,11:14,投票,3,香川颯太,B1,滋賀,5.96,42.86,0.0,0.0,27,0.0,17,0.0,52.0,25,
2025-04-05,尼崎,2,11:14,投票,4,溝口海義也,A1,福岡,6.23,42.34,6.0,25.0,45,0.0,33,0.0,54.5,29,
2025-04-05,尼崎,2,11:14,投票,5,妻鳥晋也,B1,香川,5.1,30.77,5.25,37.5,1,0.0,29,0.0,54.9,33,
2025-04-05,尼崎,2,11:14,投票,6,佐藤謙史朗,B1,福岡,4.53,22.5,5.14,28.57,41,0.0,64,0.0,54.9,36,
2025-04-05,尼崎,3,11:43,投票,1,笹木香吾,B1,山口,4.46,27.84,2.72,6.25,6,0.0,47,0.0,53.4,25,
2025-04-05,尼崎,3,11:43,投票,2,中岡正彦,A2,香川,6.76,55.7,6.27,45.45,19,0.0,15,0.0,52.0,47,
2025-04-05,尼崎,3,11:43,投票,3,外崎悟,B1,埼玉,5.88,40.91,5.71,14.29,4,0.0,18,0.0,52.0,36,
2025-04-05,尼崎,3,11:43,投票,4,松井洪弥,A1,三重,6.03,37.38,7.08,57.89,37,0.0,39,0.0,52.0,32,
2025-04-05,尼崎,3,11:43,投票,5,長谷川充,B1,群馬,5.15,33.33,4.37,15.79,11,0.0,26,0.0,52.0,51,
2025-04-05,尼崎,3,11:43,投票,6,中村楓,B2,三重,1.53,2.5,1.71,0.0,18,0.0,52,0.0,53.3,20,
2025-04-05,尼崎,4,12:15,投票,1,伏島祐介,B1,東京,5.15,32.1,0.0,0.0,33,0.0,53,0.0,53.3,34,
2025-04-05,尼崎,4,12:15,投票,2,澤大介,B1,三重,5.18,35.34,5.13,28.21,23,0.0,41,0.0,52.1,52,
2025-04-05,尼崎,4,12:15,投票,3,佐藤博亮,A1,愛知,6.39,46.32,7.06,50.0,44,0.0,12,0.0,52.0,37,
2025-04-05,尼崎,4,12:15,投票,4,荒川健太,A2,三重,6.12,43.59,5.44,40.0,26,0.0,27,0.0,55.8,44,
2025-04-05,尼崎,4,12:15,投票,5,青木幸太郎,B1,福岡,5.63,36.62,3.9,20.0,34,0.0,32,0.0,52.0,40,
2025-04-05,尼崎,4,12:15,投票,6,吉田一心,B2,大阪,2.0,2.6,0.0,0.0,39,0.0,25,0.0,53.2,21,
2025-04-05,尼崎,5,12:44,投票,1,赤岩善生,A1,愛知,7.06,52.59,6.73,46.67,30,0.0,38,0.0,53.5,49,
2025-04-05,尼崎,5,12:44,投票,2,長野道臣,A2,静岡,5.1,34.19,0.0,0.0,9,0.0,50,0.0,54.4,51,
2025-04-05,尼崎,5,12:44,投票,3,川田正人,B1,徳島,5.38,35.87,4.67,44.44,38,0.0,34,0.0,52.0,44,
2025-04-05,尼崎,5,12:44,投票,4,高橋正男,A2,兵庫,6.11,40.82,6.19,41.89,12,0.0,54,0.0,52.8,44,
2025-04-05,尼崎,5,12:44,投票,5,久永祥平,B1,東京,5.25,33.8,6.55,45.45,17,0.0,21,0.0,52.1,30,
2025-04-05,尼崎,5,12:44,投票,6,大塚雅治,B1,東京,4.83,24.14,5.38,25.0,22,0.0,42,0.0,52.0,27,
2025-04-05,尼崎,6,13:12,投票,1,田中信一郎,A1,大阪,6.27,45.65,6.49,42.86,29,0.0,14,0.0,52.8,52,
2025-04-05,尼崎,6,13:12,投票,2,石井孝之,B1,群馬,4.98,29.59,3.69,12.5,5,0.0,19,0.0,53.4,34,
2025-04-05,尼崎,6,13:12,投票,3,佐藤謙史朗,B1,福岡,4.53,22.5,5.14,28.57,41,0.0,64,0.0,54.9,36,
2025-04-05,尼崎,6,13:12,投票,4,篠田優也,A1,兵庫,6.4,44.44,6.41,49.62,36,0.0,37,0.0,52.5,38,
2025-04-05,尼崎,6,13:12,投票,5,富田恕生,B1,福岡,5.35,37.08,0.0,0.0,28,0.0,30,0.0,52.0,26,
2025-04-05,尼崎,6,13:12,投票,6,石川哲秀,B2,大阪,4.22,22.22,5.29,42.86,15,0.0,55,0.0,55.5,48,
2025-04-05,尼崎,7,13:43,投票,1,渡邉翼,A2,山口,5.5,36.0,0.0,0.0,31,0.0,43,0.0,50.0,33,
2025-04-05,尼崎,7,13:43,投票,2,妻鳥晋也,B1,香川,5.1,30.77,5.25,37.5,1,0.0,29,0.0,54.9,33,
2025-04-05,尼崎,7,13:43,投票,3,西村拓也,A1,大阪,6.85,42.74,7.06,50.0,14,0.0,23,0.0,52.0,38,
2025-04-05,尼崎,7,13:43,投票,4,樋口範政,B1,愛知,3.82,17.58,2.94,0.0,7,0.0,24,0.0,55.7,46,
2025-04-05,尼崎,7,13:43,投票,5,佐々木翔斗,A2,大阪,6.43,50.98,5.73,26.67,21,0.0,20,0.0,54.3,28,
2025-04-05,尼崎,7,13:43,投票,6,塩崎優司,B1,愛知,4.97,28.57,5.71,34.15,24,0.0,51,0.0,52.3,52,
2025-04-05,尼崎,8,14:11,投票,1,益田啓司,A1,福岡,6.51,50.0,7.39,60.71,2,0.0,16,0.0,51.5,45,
2025-04-05,尼崎,8,14:11,投票,2,青木幸太郎,B1,福岡,5.63,36.62,3.9,20.0,34,0.0,32,0.0,52.0,40,
2025-04-05,尼崎,8,14:11,投票,3,濱本優一,A2,大阪,5.72,40.95,6.3,54.55,43,0.0,31,0.0,49.5,40,
2025-04-05,尼崎,8,14:11,投票,4,後藤翔之,A2,東京,6.52,47.93,5.93,42.86,13,0.0,13,0.0,53.0,39,
2025-04-05,尼崎,8,14:11,投票,5,寺島吉彦,A2,東京,4.53,25.0,6.0,30.0,46,0.0,40,0.0,50.5,39,
2025-04-05,尼崎,8,14:11,投票,6,笹木香吾,B1,山口,4.46,27.84,2.72,6.25,6,0.0,47,0.0,53.4,25,
2025-04-05,尼崎,9,14:39,投票,1,石田章央,A1,静岡,5.98,43.48,0.0,0.0,42,0.0,46,0.0,52.8,49,
2025-04-05,尼崎,9,14:39,投票,2,長谷川充,B1,群馬,5.15,33.33,4.37,15.79,11,0.0,26,0.0,52.0,51,
2025-04-05,尼崎,9,14:39,投票,3,田頭虎親,A2,香川,5.38,34.58,5.05,31.58,8,0.0,45,0.0,52.7,27,
2025-04-05,尼崎,9,14:39,投票,4,大庭元明,A2,福岡,5.64,40.37,7.14,57.14,3,0.0,22,0.0,54.7,55,
2025-04-05,尼崎,9,14:39,投票,5,田中京介,A2,福岡,5.71,40.22,4.0,28.57,32,0.0,56,0.0,53.6,34,
2025-04-05,尼崎,9,14:39,投票,6,川田正人,B1,徳島,5.38,35.87,4.67,44.44,38,0.0,34,0.0,52.0,44,
2025-04-05,尼崎,10,15:10,投票,1,荒川健太,A2,三重,6.12,43.59,5.44,40.0,26,0.0,27,0.0,55.8,44,
2025-04-05,尼崎,10,15:10,投票,2,田中信一郎,A1,大阪,6.27,45.65,6.49,42.86,29,0.0,14,0.0,52.8,52,
2025-04-05,尼崎,10,15:10,投票,3,中岡正彦,A2,香川,6.76,55.7,6.27,45.45,19,0.0,15,0.0,52.0,47,
2025-04-05,尼崎,10,15:10,投票,4,香川颯太,B1,滋賀,5.96,42.86,0.0,0.0,27,0.0,17,0.0,52.0,25,
2025-04-05,尼崎,10,15:10,投票,5,高橋正男,A2,兵庫,6.11,40.82,6.19,41.89,12,0.0,54,0.0,52.8,44,
2025-04-05,尼崎,10,15:10,投票,6,中野仁照,A1,愛知,6.13,38.37,4.73,27.27,35,0.0,49,0.0,52.5,23,
2025-04-05,尼崎,11,15:43,投票,1,西村拓也,A1,大阪,6.85,42.74,7.06,50.0,14,0.0,23,0.0,52.0,38,
2025-04-05,尼崎,11,15:43,投票,2,佐藤博亮,A1,愛知,6.39,46.32,7.06,50.0,44,0.0,12,0.0,52.0,37,
2025-04-05,尼崎,11,15:43,投票,3,篠田優也,A1,兵庫,6.4,44.44,6.41,49.62,36,0.0,37,0.0,52.5,38,
2025-04-05,尼崎,11,15:43,投票,4,松山将吾,A2,滋賀,6.42,45.71,4.44,11.11,40,0.0,44,0.0,52.0,30,
2025-04-05,尼崎,11,15:43,投票,5,外崎悟,B1,埼玉,5.88,40.91,5.71,14.29,4,0.0,18,0.0,52.0,36,
2025-04-05,尼崎,11,15:43,投票,6,長野道臣,A2,静岡,5.1,34.19,0.0,0.0,9,0.0,50,0.0,54.4,51,
2025-04-05,尼崎,12,16:24,投票,1,松井洪弥,A1,三重,6.03,37.38,7.08,57.89,37,0.0,39,0.0,52.0,32,
2025-04-05,尼崎,12,16:24,投票,2,赤岩善生,A1,愛知,7.06,52.59,6.73,46.67,30,0.0,38,0.0,53.5,49,
2025-04-05,尼崎,12,16:24,投票,3,溝口海義也,A1,福岡,6.23,42.34,6.0,25.0,45,0.0,33,0.0,54.5,29,
2025-04-05,尼崎,12,16:24,投票,4,渡邉翼,A2,山口,5.5,36.0,0.0,0.0,31,0.0,43,0.0,50.0,33,
2025-04-05,尼崎,12,16:24,投票,5,益田啓司,A1,福岡,6.51,50.0,7.39,60.71,2,0.0,16,0.0,51.5,45,
