日付,レース場,レース番号,締切予定時刻,ステータス,艇番,選手名,級別,支部,全国勝率,当地勝率,モーター番号,モーター2連率,ボート番号,ボート2連率,展示タイム,体重,年齢,進入,ST
2025-04-02,徳山,12,14:23,投票,1,田中辰彦,A2,広島,5.95,6.21,18,39.29,34,35.14,,52.1,38,,
2025-04-02,徳山,12,14:23,投票,2,樋口亮,A2,長崎,5.59,6.05,50,29.12,60,29.73,,52.0,49,,
2025-04-02,徳山,12,14:23,投票,3,前田翔,A2,愛知,6.48,0.0,39,35.34,58,33.63,,52.0,25,,
2025-04-02,徳山,12,14:23,投票,4,秦英悟,A2,大阪,6.78,5.89,34,31.62,49,29.36,,51.5,39,,
2025-04-02,徳山,12,14:23,投票,5,池永太,A1,福岡,6.78,6.07,21,35.65,24,23.36,,53.3,40,,
2025-04-02,徳山,12,14:23,投票,6,東本勝利,A1,三重,6.29,5.9,55,35.11,77,0.0,,52.9,45,,
2025-04-02,芦屋,1,08:51,発売終了,1,山田丈,A2,福岡,6.15,6.37,5,31.23,17,32.16,,52.0,26,,
2025-04-02,芦屋,1,08:51,発売終了,2,谷本幸司,B1,愛知,5.24,3.44,41,38.63,62,37.29,,52.3,54,,
2025-04-02,芦屋,1,08:51,発売終了,3,鈴木雅希,B1,東京,5.54,5.0,53,31.02,13,35.42,,52.4,29,,
2025-04-02,芦屋,1,08:51,発売終了,4,山崎聖司,B1,東京,4.4,3.65,39,31.9,37,43.75,,52.0,49,,
2025-04-02,芦屋,1,08:51,発売終了,5,澁川夏,B1,大阪,3.55,0.0,19,27.18,68,33.91,,52.0,21,,
2025-04-02,芦屋,1,08:51,発売終了,6,小川晃司,B1,福岡,4.28,4.48,51,33.6,51,32.58,,51.0,56,,
2025-04-02,芦屋,2,09:17,発売終了,1,鶴田勇雄,A2,福岡,5.73,5.38,14,40.52,15,27.23,,53.0,36,,
2025-04-02,芦屋,2,09:17,発売終了,2,相原利章,B1,東京,5.68,6.3,44,36.51,25,36.18,,52.0,37,,
2025-04-02,芦屋,2,09:17,発売終了,3,中島航,B1,東京,3.96,0.0,47,41.37,65,34.53,,52.8,30,,
2025-04-02,芦屋,2,09:17,発売終了,4,山ノ内雅人,A1,福岡,5.71,6.02,48,28.77,55,33.91,,52.0,34,,
2025-04-02,芦屋,2,09:17,発売終了,5,齊藤廉,B2,福岡,2.58,1.5,54,29.56,67,32.89,,52.4,20,,
2025-04-02,芦屋,2,09:17,発売終了,6,菅沼佳昭,B1,愛知,3.58,4.9,59,37.9,48,41.42,,50.5,49,,
2025-04-02,芦屋,3,09:43,投票,1,眞鳥章太,A2,長崎,5.51,4.32,7,27.59,11,29.55,,53.3,29,,
2025-04-02,芦屋,3,09:43,投票,2,北川敏弘,B1,佐賀,4.06,4.54,6,36.18,33,29.02,,54.6,63,,
2025-04-02,芦屋,3,09:43,投票,3,森永淳,A1,佐賀,6.21,5.86,36,39.15,20,39.77,,52.0,44,,
2025-04-02,芦屋,3,09:43,投票,4,板倉敦史,B1,東京,4.25,5.15,52,27.13,41,28.11,,53.8,44,,
2025-04-02,芦屋,3,09:43,投票,5,石倉洋行,A2,福岡,6.76,8.26,22,31.77,42,36.75,,52.4,45,,
2025-04-02,芦屋,3,09:43,投票,6,水原慎,B1,徳島,4.75,0.0,37,32.3,16,37.89,,51.0,41,,
2025-04-02,芦屋,4,10:09,投票,1,原田篤志,A1,山口,6.15,6.43,4,32.79,29,38.87,,52.0,45,,
2025-04-02,芦屋,4,10:09,投票,2,中嶋誠一郎,B1,長崎,5.37,5.71,45,36.97,39,33.33,,52.0,54,,
2025-04-02,芦屋,4,10:09,投票,3,山崎鉄平,B1,佐賀,5.46,1.0,3,35.29,61,33.48,,52.0,30,,
2025-04-02,芦屋,4,10:09,投票,4,安東幸治,A1,福岡,5.87,5.72,40,40.08,56,33.62,,54.1,43,,
2025-04-02,芦屋,4,10:09,投票,5,岡谷健吾,B1,広島,4.87,5.22,33,35.38,26,32.0,,55.7,42,,
2025-04-02,芦屋,4,10:09,投票,6,八戸琉楓,B2,長崎,1.18,0.0,58,23.98,30,33.77,,54.2,20,,
2025-04-02,芦屋,5,10:38,投票,1,浜先真範,A2,広島,7.1,0.0,27,29.61,53,31.94,,52.4,31,,
2025-04-02,芦屋,5,10:38,投票,2,大久保信一郎,B2,佐賀,4.57,5.1,32,27.78,21,30.4,,52.0,44,,
2025-04-02,芦屋,5,10:38,投票,3,吉川喜継,A1,滋賀,6.45,7.37,21,35.6,58,30.57,,52.0,43,,
2025-04-02,芦屋,5,10:38,投票,4,鈴木雅希,B1,東京,5.54,5.0,53,31.02,13,35.42,,52.4,29,,
2025-04-02,芦屋,5,10:38,投票,5,馬野耀,A1,大阪,5.87,6.5,31,37.71,12,37.25,,54.0,31,,
2025-04-02,芦屋,5,10:38,投票,6,川崎公靖,B1,広島,4.5,0.0,24,27.73,50,30.49,,52.5,42,,
2025-04-02,芦屋,6,11:08,投票,1,山崎聖司,B1,東京,4.4,3.65,39,31.9,37,43.75,,52.0,49,,
2025-04-02,芦屋,6,11:08,投票,2,岡瀬正人,A2,岡山,5.86,5.1,38,34.8,35,42.91,,52.0,50,,
2025-04-02,芦屋,6,11:08,投票,3,小玉啓太,B1,佐賀,3.46,2.84,42,31.78,18,35.56,,52.2,24,,
2025-04-02,芦屋,6,11:08,投票,4,宗行治哉,A2,広島,6.14,5.53,2,40.89,43,31.58,,52.0,27,,
2025-04-02,芦屋,6,11:08,投票,5,遠藤圭吾,B1,東京,4.88,0.0,16,30.41,28,32.56,,53.2,24,,
2025-04-02,芦屋,6,11:08,投票,6,妹尾忠幸,A1,岡山,6.42,6.2,49,42.97,32,36.21,,54.2,44,,
2025-04-02,芦屋,7,11:38,投票,1,一色凌雅,B1,愛知,5.38,0.0,15,39.45,27,34.23,,56.7,26,,
2025-04-02,芦屋,7,11:38,投票,2,水原慎,B1,徳島,4.75,0.0,37,32.3,16,37.89,,51.0,41,,
2025-04-02,芦屋,7,11:38,投票,3,菅沼佳昭,B1,愛知,3.58,4.9,59,37.9,48,41.42,,50.5,49,,
2025-04-02,芦屋,7,11:38,投票,4,澁川夏,B1,大阪,3.55,0.0,19,27.18,68,33.91,,52.0,21,,
2025-04-02,芦屋,7,11:38,投票,5,山本光雄,B1,滋賀,5.2,4.79,23,36.8,40,30.73,,53.3,53,,
2025-04-02,芦屋,7,11:38,投票,6,齊藤廉,B2,福岡,2.58,1.5,54,29.56,67,32.89,,52.4,20,,
2025-04-02,芦屋,8,12:08,投票,1,板倉敦史,B1,東京,4.25,5.15,52,27.13,41,28.11,,53.8,44,,
2025-04-02,芦屋,8,12:08,投票,2,武富智亮,A2,佐賀,5.92,5.29,1,35.66,44,33.49,,53.2,36,,
2025-04-02,芦屋,8,12:08,投票,3,高岡竜也,A2,山口,4.81,5.74,30,39.02,23,33.06,,52.1,31,,
2025-04-02,芦屋,8,12:08,投票,4,中島航,B1,東京,3.96,0.0,47,41.37,65,34.53,,52.8,30,,
2025-04-02,芦屋,8,12:08,投票,5,小川晃司,B1,福岡,4.28,4.48,51,33.6,51,32.58,,51.0,56,,
2025-04-02,芦屋,8,12:08,投票,6,安東幸治,A1,福岡,5.87,5.72,40,40.08,56,33.62,,54.1,43,,
2025-04-02,芦屋,9,12:39,投票,1,小池哲也,A1,大阪,6.41,6.59,18,24.31,31,30.91,,53.6,35,,
2025-04-02,芦屋,9,12:39,投票,2,岡谷健吾,B1,広島,4.87,5.22,33,35.38,26,32.0,,55.7,42,,
2025-04-02,芦屋,9,12:39,投票,3,馬野耀,A1,大阪,5.87,6.5,31,37.71,12,37.25,,54.0,31,,
2025-04-02,芦屋,9,12:39,投票,4,川崎公靖,B1,広島,4.5,0.0,24,27.73,50,30.49,,52.5,42,,
2025-04-02,芦屋,9,12:39,投票,5,北中元樹,A2,滋賀,5.87,6.44,46,30.51,69,37.93,,54.1,45,,
2025-04-02,芦屋,9,12:39,投票,6,伊藤誠二,A2,愛知,5.37,5.67,13,38.8,22,38.91,,53.2,50,,
2025-04-02,芦屋,10,13:11,投票,1,吉川喜継,A1,滋賀,6.45,7.37,21,35.6,58,30.57,,52.0,43,,
2025-04-02,芦屋,10,13:11,投票,2,原田篤志,A1,山口,6.15,6.43,4,32.79,29,38.87,,52.0,45,,
2025-04-02,芦屋,10,13:11,投票,3,鶴田勇雄,A2,福岡,5.73,5.38,14,40.52,15,27.23,,53.0,36,,
2025-04-02,芦屋,10,13:11,投票,4,北川敏弘,B1,佐賀,4.06,4.54,6,36.18,33,29.02,,54.6,63,,
2025-04-02,芦屋,10,13:11,投票,5,山崎鉄平,B1,佐賀,5.46,1.0,3,35.29,61,33.48,,52.0,30,,
2025-04-02,芦屋,10,13:11,投票,6,谷本幸司,B1,愛知,5.24,3.44,41,38.63,62,37.29,,52.3,54,,
2025-04-02,芦屋,11,13:48,投票,1,山ノ内雅人,A1,福岡,5.71,6.02,48,28.77,55,33.91,,52.0,34,,
2025-04-02,芦屋,11,13:48,投票,2,浜先真範,A2,広島,7.1,0.0,27,29.61,53,31.94,,52.4,31,,
2025-04-02,芦屋,11,13:48,投票,3,岡瀬正人,A2,岡山,5.86,5.1,38,34.8,35,42.91,,52.0,50,,
2025-04-02,芦屋,11,13:48,投票,4,山田丈,A2,福岡,6.15,6.37,5,31.23,17,32.16,,52.0,26,,
2025-04-02,芦屋,11,13:48,投票,5,眞鳥章太,A2,長崎,5.51,4.32,7,27.59,11,29.55,,53.3,29,,
2025-04-02,芦屋,11,13:48,投票,6,一色凌雅,B1,愛知,5.38,0.0,15,39.45,27,34.23,,56.7,26,,
2025-04-02,芦屋,12,14:30,投票,1,森永淳,A1,佐賀,6.21,5.86,36,39.15,20,39.77,,52.0,44,,
2025-04-02,芦屋,12,14:30,投票,2,小池哲也,A1,大阪,6.41,6.59,18,24.31,31,30.91,,53.6,35,,
2025-04-02,芦屋,12,14:30,投票,3,宗行治哉,A2,広島,6.14,5.53,2,40.89,43,31.58,,52.0,27,,
2025-04-02,芦屋,12,14:30,投票,4,武富智亮,A2,佐賀,5.92,5.29,1,35.66,44,33.49,,53.2,36,,
2025-04-02,芦屋,12,14:30,投票,5,中嶋誠一郎,B1,長崎,5.37,5.71,45,36.97,39,33.33,,52.0,54,,
2025-04-02,芦屋,12,14:30,投票,6,相原利章,B1,東京,5.68,6.3,44,36.51,25,36.18,,52.0,37,,
